3027eb4f-a5ca-4c54-aaa8-9db8d087556f	Kurdish	ku	kur	Macrolanguage	Living	کوردی; Kurdî
06dc10fe-8977-4285-845c-edf695b6eef6	Lao	lo	lao	Individual	Living	ພາສາລາວ (phasa Lao)
9dfba4c8-51bc-4bee-af12-01fdfafc3e90	Latin	la	lat	Individual	Ancient	Latinum
3786d0c8-4ad7-415e-8071-88da224591ca	Latvian	lv	lav	Macrolanguage	Living	Latviski
775a30bf-830c-4d87-9ca9-554a56e18234	Limburgan, Limburger, Limburgish	li	lim	Individual	Living	Lèmburgs
6c739585-a6cd-46f8-88b0-7d93e3313313	Lingala	ln	lin	Individual	Living	Lingála
289b9e33-cb57-438a-9044-5db5ab676791	Lithuanian	lt	lit	Individual	Living	Lietuvių
ce2e418a-7cc8-4f35-85cb-64afe43ab2c8	Luba-Katanga	lu	lub	Individual	Living	Kiluba
2846091f-01d5-43fc-8f20-b762f6454b5a	Luxembourgish, Letzeburgesch	lb	ltz	Individual	Living	Lëtzebuergesch
3cc5d103-1a37-4850-82be-911b92555dbb	Macedonian	mk	mkd	Individual	Living	Македонски (Makedonski)
01efdab7-dcbc-4ab0-9039-11667a783114	Malagasy	mg	mlg	Macrolanguage	Living	مَلَغَسِ; Malagasy
8f1e7cf6-4aa6-4422-8ff1-0795a21b258b	Malay	ms	msa	Macrolanguage	Living	بهاس ملايو (bahasa Melayu)
b993a8c3-ea4c-44cf-b074-35b603cc8d96	Malayalam	ml	mal	Individual	Living	മലയാളം (Malayāļã)
5fb718e0-389d-4f68-bf6d-a1e83fb7175a	Maltese	mt	mlt	Individual	Living	Malti
124af244-c2f1-4c32-a1f0-f269f67505e1	Manx	gv	glv	Individual	Living	Gaelg; Gailck
8edaa7a0-5ff1-4660-810f-b67a3dbf6fc2	Maori	mi	mri	Individual	Living	reo Māori
f892e7d8-2936-4935-bc5d-bfeff8c8faab	Marathi	mr	mar	Individual	Living	मराठी (Marāṭhī)
f6f5a8d8-b359-47d6-b13d-30194401ced5	Marshallese	mh	mah	Individual	Living	kajin M̧ajel‌̧
c16bbf90-0791-4cb3-9370-a610b03e8b0d	Mongolian	mn	mon	Macrolanguage	Living	ᠮᠣᠩᠭᠣᠯ ᠬᠡᠯᠡ; Монгол хэл (Mongol xel)
dfbd8e02-e1c5-4dba-a74d-38ee64bb7bef	Nauru	na	nau	Individual	Living	dorerin Naoe
